S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
2638,30/10/2020,Arunachal Pradesh,14668,2008,12623,37
2639,31/10/2020,Arunachal Pradesh,14752,1938,12777,37
2640,01/11/2020,Arunachal Pradesh,14852,1856,12959,37
2641,02/11/2020,Arunachal Pradesh,14881,1771,13073,37
2642,03/11/2020,Arunachal Pradesh,14998,1722,13238,38
2643,04/11/2020,Arunachal Pradesh,15083,1674,13367,42
2644,05/11/2020,Arunachal Pradesh,15160,1645,13472,43
2645,06/11/2020,Arunachal Pradesh,15244,1621,13580,43
2646,07/11/2020,Arunachal Pradesh,15325,1603,13679,43
2647,08/11/2020,Arunachal Pradesh,15389,1559,13785,45
2648,09/11/2020,Arunachal Pradesh,15436,1509,13881,46
2649,10/11/2020,Arunachal Pradesh,15484,1472,13966,46
2650,11/11/2020,Arunachal Pradesh,15581,1484,14051,46
2651,12/11/2020,Arunachal Pradesh,15657,1485,14126,46
2652,13/11/2020,Arunachal Pradesh,15701,1440,14214,47
2653,14/11/2020,Arunachal Pradesh,15758,1392,14319,47
2654,15/11/2020,Arunachal Pradesh,15792,1323,14421,48
2655,16/11/2020,Arunachal Pradesh,15812,1264,14500,48
2656,17/11/2020,Arunachal Pradesh,15868,1232,14588,48
2657,18/11/2020,Arunachal Pradesh,15904,1212,14644,48
2658,19/11/2020,Arunachal Pradesh,15945,1182,14715,48
2659,20/11/2020,Arunachal Pradesh,15976,1127,14800,49
2660,21/11/2020,Arunachal Pradesh,16001,1082,14870,49
2661,22/11/2020,Arunachal Pradesh,16037,1051,14937,49
2662,23/11/2020,Arunachal Pradesh,16061,1040,14972,49
2663,24/11/2020,Arunachal Pradesh,16092,1007,15036,49
2664,25/11/2020,Arunachal Pradesh,16144,1004,15091,49
2665,26/11/2020,Arunachal Pradesh,16174,968,15157,49
2666,27/11/2020,Arunachal Pradesh,16204,926,15229,49
2667,28/11/2020,Arunachal Pradesh,16231,911,15270,50
2668,29/11/2020,Arunachal Pradesh,16262,888,15323,51
2669,30/11/2020,Arunachal Pradesh,16269,851,15364,54
2670,01/12/2020,Arunachal Pradesh,16282,817,15411,54
2671,02/12/2020,Arunachal Pradesh,16296,786,15456,54
2672,03/12/2020,Arunachal Pradesh,16320,778,15488,54
2673,04/12/2020,Arunachal Pradesh,16348,769,15525,54
2674,05/12/2020,Arunachal Pradesh,16367,751,15561,55
2675,06/12/2020,Arunachal Pradesh,16384,748,15581,55
2676,07/12/2020,Arunachal Pradesh,16395,735,15605,55
2677,08/12/2020,Arunachal Pradesh,16415,707,15653,55
2678,09/12/2020,Arunachal Pradesh,16437,692,15690,55
2679,10/12/2020,Arunachal Pradesh,16461,709,15697,55
2680,11/12/2020,Arunachal Pradesh,16479,685,15739,55
2681,12/12/2020,Arunachal Pradesh,16497,279,16163,55
2682,13/12/2020,Arunachal Pradesh,16509,269,16185,55
2683,14/12/2020,Arunachal Pradesh,16513,252,16206,55
2684,15/12/2020,Arunachal Pradesh,16536,238,16243,55
2685,17/12/2020,Arunachal Pradesh,16574,241,16278,55
2686,18/12/2020,Arunachal Pradesh,16603,258,16290,55
2687,19/12/2020,Arunachal Pradesh,16611,234,16322,55
2688,20/12/2020,Arunachal Pradesh,16629,241,16333,55
2689,21/12/2020,Arunachal Pradesh,16630,225,16350,55
2690,22/12/2020,Arunachal Pradesh,16652,227,16369,56
2691,23/12/2020,Arunachal Pradesh,16657,222,16379,56
2692,24/12/2020,Arunachal Pradesh,16669,212,16401,56
2693,25/12/2020,Arunachal Pradesh,16678,184,16438,56
2694,26/12/2020,Arunachal Pradesh,16678,168,16454,56
2695,27/12/2020,Arunachal Pradesh,16687,154,16477,56
2696,28/12/2020,Arunachal Pradesh,16689,130,16503,56
2697,29/12/2020,Arunachal Pradesh,16696,119,16521,56
2698,30/12/2020,Arunachal Pradesh,16709,115,16538,56
2699,31/12/2020,Arunachal Pradesh,16711,106,16549,56
2700,03/01/2021,Arunachal Pradesh,16727,95,16576,56
2701,04/01/2021,Arunachal Pradesh,16732,93,16583,56
2702,05/01/2021,Arunachal Pradesh,16741,87,16598,56
2703,06/01/2021,Arunachal Pradesh,16744,79,16609,56
2704,07/01/2021,Arunachal Pradesh,16753,88,16609,56
2705,08/01/2021,Arunachal Pradesh,16757,79,16622,56
2706,09/01/2021,Arunachal Pradesh,16764,77,16631,56
2707,10/01/2021,Arunachal Pradesh,16767,64,16647,56
2708,11/01/2021,Arunachal Pradesh,16772,66,16650,56
2709,12/01/2021,Arunachal Pradesh,16777,63,16658,56
2710,13/01/2021,Arunachal Pradesh,16782,61,16665,56
2711,14/01/2021,Arunachal Pradesh,16783,58,16669,56
2712,15/01/2021,Arunachal Pradesh,16798,68,16674,56
2713,16/01/2021,Arunachal Pradesh,16802,64,16682,56
2714,17/01/2021,Arunachal Pradesh,16808,62,16690,56
2715,18/01/2021,Arunachal Pradesh,16811,58,16697,56
2716,19/01/2021,Arunachal Pradesh,16812,57,16699,56
2717,20/01/2021,Arunachal Pradesh,16815,52,16707,56
2718,21/01/2021,Arunachal Pradesh,16815,46,16713,56
2719,22/01/2021,Arunachal Pradesh,16816,38,16722,56
2720,23/01/2021,Arunachal Pradesh,16817,37,16724,56
2721,24/01/2021,Arunachal Pradesh,16818,37,16725,56
2722,25/01/2021,Arunachal Pradesh,16819,18,16745,56
2723,27/01/2021,Arunachal Pradesh,16821,14,16751,56
2724,28/01/2021,Arunachal Pradesh,16824,15,16753,56
2725,29/01/2021,Arunachal Pradesh,16827,15,16756,56
2726,30/01/2021,Arunachal Pradesh,16827,13,16758,56
2727,31/01/2021,Arunachal Pradesh,16828,14,16758,56
2728,01/02/2021,Arunachal Pradesh,16828,13,16759,56
2729,02/02/2021,Arunachal Pradesh,16828,10,16762,56
2730,03/02/2021,Arunachal Pradesh,16829,11,16762,56
2731,04/02/2021,Arunachal Pradesh,16829,9,16764,56
2732,05/02/2021,Arunachal Pradesh,16829,8,16765,56
2733,06/02/2021,Arunachal Pradesh,16829,8,16765,56
2734,07/02/2021,Arunachal Pradesh,16830,7,16767,56
2735,08/02/2021,Arunachal Pradesh,16830,7,16767,56
2736,09/02/2021,Arunachal Pradesh,16831,5,16770,56
2737,10/02/2021,Arunachal Pradesh,16831,4,16771,56
2738,11/02/2021,Arunachal Pradesh,16831,4,16771,56
2739,12/02/2021,Arunachal Pradesh,16832,5,16771,56
2740,13/02/2021,Arunachal Pradesh,16832,5,16771,56
2741,14/02/2021,Arunachal Pradesh,16832,4,16772,56
2742,15/02/2021,Arunachal Pradesh,16832,3,16773,56
2743,16/02/2021,Arunachal Pradesh,16833,3,16774,56
2744,17/02/2021,Arunachal Pradesh,16833,3,16774,56
2745,18/02/2021,Arunachal Pradesh,16833,3,16774,56
2746,19/02/2021,Arunachal Pradesh,16836,5,16775,56
2747,20/02/2021,Arunachal Pradesh,16836,5,16775,56
2748,21/02/2021,Arunachal Pradesh,16836,5,16775,56
2749,22/02/2021,Arunachal Pradesh,16836,5,16775,56
2750,23/02/2021,Arunachal Pradesh,16836,5,16775,56
2751,24/02/2021,Arunachal Pradesh,16836,4,16776,56
2752,25/02/2021,Arunachal Pradesh,16836,4,16776,56
2753,26/02/2021,Arunachal Pradesh,16836,3,16777,56
2754,27/02/2021,Arunachal Pradesh,16836,3,16777,56
2755,01/03/2021,Arunachal Pradesh,16836,0,16780,56
2756,02/03/2021,Arunachal Pradesh,16837,1,16780,56
2757,03/03/2021,Arunachal Pradesh,16838,2,16780,56
2758,04/03/2021,Arunachal Pradesh,16838,2,16780,56
2759,06/03/2021,Arunachal Pradesh,16839,3,16780,56
2760,07/03/2021,Arunachal Pradesh,16839,3,16780,56
2761,08/03/2021,Arunachal Pradesh,16839,3,16780,56
2762,09/03/2021,Arunachal Pradesh,16839,3,16780,56
2763,10/03/2021,Arunachal Pradesh,16839,3,16780,56
2764,11/03/2021,Arunachal Pradesh,16840,4,16780,56
2765,13/03/2021,Arunachal Pradesh,16840,4,16780,56
2766,14/03/2021,Arunachal Pradesh,16840,3,16781,56
2767,15/03/2021,Arunachal Pradesh,16840,3,16781,56
2768,16/03/2021,Arunachal Pradesh,16840,1,16783,56
2769,17/03/2021,Arunachal Pradesh,16841,2,16783,56
2770,18/03/2021,Arunachal Pradesh,16841,2,16783,56
2771,19/03/2021,Arunachal Pradesh,16842,3,16783,56
2772,20/03/2021,Arunachal Pradesh,16842,3,16783,56
2773,21/03/2021,Arunachal Pradesh,16842,3,16783,56
2774,22/03/2021,Arunachal Pradesh,16842,3,16783,56
2775,23/03/2021,Arunachal Pradesh,16842,2,16784,56
2776,24/03/2021,Arunachal Pradesh,16842,2,16784,56
2777,25/03/2021,Arunachal Pradesh,16842,1,16785,56
2778,27/03/2021,Arunachal Pradesh,16843,2,16785,56
2779,28/03/2021,Arunachal Pradesh,16845,4,16785,56
2780,29/03/2021,Arunachal Pradesh,16845,4,16785,56
2781,30/03/2021,Arunachal Pradesh,16845,4,16785,56
2782,31/03/2021,Arunachal Pradesh,16845,4,16785,56
2783,01/04/2021,Arunachal Pradesh,16845,4,16785,56
2784,02/04/2021,Arunachal Pradesh,16845,4,16785,56
2785,03/04/2021,Arunachal Pradesh,16846,5,16785,56
2786,04/04/2021,Arunachal Pradesh,16849,8,16785,56
2787,05/04/2021,Arunachal Pradesh,16849,8,16785,56
2788,06/04/2021,Arunachal Pradesh,16851,10,16785,56
2789,07/04/2021,Arunachal Pradesh,16853,11,16786,56
2790,08/04/2021,Arunachal Pradesh,16861,17,16788,56
2791,09/04/2021,Arunachal Pradesh,16873,29,16788,56
2792,10/04/2021,Arunachal Pradesh,16875,30,16789,56
2793,11/04/2021,Arunachal Pradesh,16878,32,16790,56
2794,12/04/2021,Arunachal Pradesh,16882,36,16790,56
2795,13/04/2021,Arunachal Pradesh,16888,41,16791,56
2796,14/04/2021,Arunachal Pradesh,16902,55,16791,56
2797,15/04/2021,Arunachal Pradesh,16912,64,16792,56
2798,16/04/2021,Arunachal Pradesh,16920,66,16798,56
2799,17/04/2021,Arunachal Pradesh,16948,92,16800,56
2800,18/04/2021,Arunachal Pradesh,16967,105,16806,56
2801,19/04/2021,Arunachal Pradesh,16987,122,16809,56
2802,20/04/2021,Arunachal Pradesh,17052,176,16820,56
2803,21/04/2021,Arunachal Pradesh,17113,222,16835,56
2804,22/04/2021,Arunachal Pradesh,17186,279,16851,56
2805,23/04/2021,Arunachal Pradesh,17296,380,16860,56
2806,24/04/2021,Arunachal Pradesh,17430,453,16921,56
2807,25/04/2021,Arunachal Pradesh,17546,550,16940,56
2808,26/04/2021,Arunachal Pradesh,17607,581,16968,58
2809,27/04/2021,Arunachal Pradesh,17775,724,16993,58
2810,28/04/2021,Arunachal Pradesh,17898,819,17021,58
2811,29/04/2021,Arunachal Pradesh,18062,966,17038,58
2812,30/04/2021,Arunachal Pradesh,18256,1112,17085,59
2813,01/05/2021,Arunachal Pradesh,18419,1226,17134,59
2814,02/05/2021,Arunachal Pradesh,18636,1387,17190,59
2815,03/05/2021,Arunachal Pradesh,18738,1406,17273,59
2816,04/05/2021,Arunachal Pradesh,18958,1536,17363,59
2817,05/05/2021,Arunachal Pradesh,19192,1632,17501,59
2818,06/05/2021,Arunachal Pradesh,19412,1776,17577,59
2819,07/05/2021,Arunachal Pradesh,19634,1858,17717,59
2820,08/05/2021,Arunachal Pradesh,19802,1893,17849,60
2821,09/05/2021,Arunachal Pradesh,20046,2002,17984,60
2822,10/05/2021,Arunachal Pradesh,20165,1933,18172,60
2823,11/05/2021,Arunachal Pradesh,20370,1955,18351,64
2824,12/05/2021,Arunachal Pradesh,20575,1924,18583,68
2825,13/05/2021,Arunachal Pradesh,20854,2094,18691,69
2826,14/05/2021,Arunachal Pradesh,20854,2094,18691,69
2827,15/05/2021,Arunachal Pradesh,21110,2167,18871,72
2828,16/05/2021,Arunachal Pradesh,21622,2251,19293,78
2829,17/05/2021,Arunachal Pradesh,21802,2260,19461,81
2830,18/05/2021,Arunachal Pradesh,22106,2346,19675,85
2831,19/05/2021,Arunachal Pradesh,22462,2397,19977,88
2832,20/05/2021,Arunachal Pradesh,22799,2585,20125,89
2833,21/05/2021,Arunachal Pradesh,23159,2731,20339,89
2834,22/05/2021,Arunachal Pradesh,23553,2916,20545,92
2835,23/05/2021,Arunachal Pradesh,23867,2936,20836,95
2836,24/05/2021,Arunachal Pradesh,24093,2899,21096,98
2837,25/05/2021,Arunachal Pradesh,24573,3127,21344,102
2838,26/05/2021,Arunachal Pradesh,25002,3323,21575,104
2839,27/05/2021,Arunachal Pradesh,25376,3504,21765,107
2840,28/05/2021,Arunachal Pradesh,25820,3692,22019,109
2841,30/05/2021,Arunachal Pradesh,26778,3918,22746,114
2842,31/05/2021,Arunachal Pradesh,26950,3783,23052,115
2843,01/06/2021,Arunachal Pradesh,27272,3755,23402,115
2844,02/06/2021,Arunachal Pradesh,27642,3772,23754,116
2845,03/06/2021,Arunachal Pradesh,28018,3817,24083,118
2846,04/06/2021,Arunachal Pradesh,28382,3843,24420,119
2847,05/06/2021,Arunachal Pradesh,28786,3829,24835,122
2848,06/06/2021,Arunachal Pradesh,29113,3753,25237,123
2849,07/06/2021,Arunachal Pradesh,29336,3593,25618,125
2850,08/06/2021,Arunachal Pradesh,29696,3440,26131,125
2851,09/06/2021,Arunachal Pradesh,30000,3305,26569,126
2852,10/06/2021,Arunachal Pradesh,30247,3271,26848,128
2853,11/06/2021,Arunachal Pradesh,30492,3209,27150,133
2854,12/06/2021,Arunachal Pradesh,30850,3274,27438,138
2855,13/06/2021,Arunachal Pradesh,31148,3187,27818,143
2856,14/06/2021,Arunachal Pradesh,31282,2885,28252,145
2857,15/06/2021,Arunachal Pradesh,31648,2889,28608,151
2858,16/06/2021,Arunachal Pradesh,31938,2849,28934,155
2859,17/06/2021,Arunachal Pradesh,32188,2810,29223,155
2860,18/06/2021,Arunachal Pradesh,32483,2713,29612,158
2861,19/06/2021,Arunachal Pradesh,32692,2599,29934,159
2862,20/06/2021,Arunachal Pradesh,32923,2601,30163,159
2863,21/06/2021,Arunachal Pradesh,33081,2515,30407,159
2864,22/06/2021,Arunachal Pradesh,33375,2539,30677,159
2865,23/06/2021,Arunachal Pradesh,33664,2548,30956,160
2866,25/06/2021,Arunachal Pradesh,34214,2565,31487,162
2867,26/06/2021,Arunachal Pradesh,34480,2523,31792,165
2868,27/06/2021,Arunachal Pradesh,34767,2546,32054,167
2869,28/06/2021,Arunachal Pradesh,34932,2495,32270,167
2870,29/06/2021,Arunachal Pradesh,35227,2577,32483,167
2871,30/06/2021,Arunachal Pradesh,35571,2687,32716,168
2872,01/07/2021,Arunachal Pradesh,35857,2762,32923,172
2873,02/07/2021,Arunachal Pradesh,36168,2783,33209,176
2874,03/07/2021,Arunachal Pradesh,36572,2964,33432,176
2875,04/07/2021,Arunachal Pradesh,36937,3057,33704,176
2876,05/07/2021,Arunachal Pradesh,37105,2961,33967,177
2877,06/07/2021,Arunachal Pradesh,37531,3118,34234,179
2878,07/07/2021,Arunachal Pradesh,37879,3173,34525,181
2879,08/07/2021,Arunachal Pradesh,38283,3363,34736,184
2880,09/07/2021,Arunachal Pradesh,38682,3460,35037,185
2881,10/07/2021,Arunachal Pradesh,39085,3557,35342,186
2882,11/07/2021,Arunachal Pradesh,39563,3741,35634,188
2883,12/07/2021,Arunachal Pradesh,39817,3718,35910,189
2884,13/07/2021,Arunachal Pradesh,40383,3918,36274,191
2885,14/07/2021,Arunachal Pradesh,40814,4004,36617,193
2886,15/07/2021,Arunachal Pradesh,41279,4181,36903,195
2887,16/07/2021,Arunachal Pradesh,41646,4177,37272,197
2888,17/07/2021,Arunachal Pradesh,42089,4262,37628,199
2889,18/07/2021,Arunachal Pradesh,42564,4323,38040,201
2890,19/07/2021,Arunachal Pradesh,42820,4211,38407,202
2891,21/07/2021,Arunachal Pradesh,43804,4332,39269,203
2892,22/07/2021,Arunachal Pradesh,44222,4384,39634,204
2893,26/07/2021,Arunachal Pradesh,45867,4266,41385,216
2894,27/07/2021,Arunachal Pradesh,46357,4319,41820,218
2895,28/07/2021,Arunachal Pradesh,46800,4287,42292,221
2896,29/07/2021,Arunachal Pradesh,47142,4301,42617,224
2897,30/07/2021,Arunachal Pradesh,47477,4252,43000,225
2898,31/07/2021,Arunachal Pradesh,47856,4142,43488,226
2899,01/08/2021,Arunachal Pradesh,48122,3954,43939,229
2900,02/08/2021,Arunachal Pradesh,48260,3675,44354,231
2901,03/08/2021,Arunachal Pradesh,48565,3508,44823,234
2902,04/08/2021,Arunachal Pradesh,48884,3352,45298,234
2903,05/08/2021,Arunachal Pradesh,49203,3337,45630,236
2904,06/08/2021,Arunachal Pradesh,49441,3226,45979,236
2905,07/08/2021,Arunachal Pradesh,49668,3032,46399,237
2906,08/08/2021,Arunachal Pradesh,49916,2873,46803,240
2907,09/08/2021,Arunachal Pradesh,50070,2680,47148,242
2908,10/08/2021,Arunachal Pradesh,50372,2606,47520,246
2909,11/08/2021,Arunachal Pradesh,50605,2536,47821,248
2910,12/08/2021,Arunachal Pradesh,50793,2488,48054,251
2911,13/08/2021,Arunachal Pradesh,50973,2395,48327,251
2912,14/08/2021,Arunachal Pradesh,51139,2289,48598,252
2913,15/08/2021,Arunachal Pradesh,51300,2127,48921,252
2914,16/08/2021,Arunachal Pradesh,51348,1920,49176,252
2915,17/08/2021,Arunachal Pradesh,51513,1836,49425,252
2916,18/08/2021,Arunachal Pradesh,51655,1763,49640,252
2917,19/08/2021,Arunachal Pradesh,51799,1685,49860,254
2918,20/08/2021,Arunachal Pradesh,51919,1564,50100,255
2919,21/08/2021,Arunachal Pradesh,52044,1470,50317,257
2920,22/08/2021,Arunachal Pradesh,52165,1382,50526,257
2921,23/08/2021,Arunachal Pradesh,52214,1260,50695,259
2922,24/08/2021,Arunachal Pradesh,52308,1162,50887,259
2923,25/08/2021,Arunachal Pradesh,52409,1127,51023,259
2924,26/08/2021,Arunachal Pradesh,52525,1162,51104,259
2925,27/08/2021,Arunachal Pradesh,52634,1150,51224,260
2926,28/08/2021,Arunachal Pradesh,52760,1112,51388,260
2927,29/08/2021,Arunachal Pradesh,52831,1063,51508,260
2928,30/08/2021,Arunachal Pradesh,52870,966,51644,260
2929,31/08/2021,Arunachal Pradesh,52960,900,51800,260
2930,01/09/2021,Arunachal Pradesh,53031,863,51908,260
2931,02/09/2021,Arunachal Pradesh,53102,873,51969,260
2932,03/09/2021,Arunachal Pradesh,53156,829,52066,261
2933,04/09/2021,Arunachal Pradesh,53217,793,52162,262
2934,05/09/2021,Arunachal Pradesh,53302,762,52276,264
2935,06/09/2021,Arunachal Pradesh,53338,691,52383,264
2936,07/09/2021,Arunachal Pradesh,53551,617,52665,269
2937,08/09/2021,Arunachal Pradesh,53474,611,52595,268
2938,09/09/2021,Arunachal Pradesh,53551,617,52665,269
2939,10/09/2021,Arunachal Pradesh,53663,582,52811,270
2940,11/09/2021,Arunachal Pradesh,53710,561,52879,270
2941,12/09/2021,Arunachal Pradesh,53710,561,52879,270
2942,13/09/2021,Arunachal Pradesh,53732,526,52936,270
2943,14/09/2021,Arunachal Pradesh,53807,533,53004,270
2944,15/09/2021,Arunachal Pradesh,53872,528,53073,271
2945,16/09/2021,Arunachal Pradesh,53943,545,53127,271
2946,18/09/2021,Arunachal Pradesh,54028,505,53252,271
2947,19/09/2021,Arunachal Pradesh,54060,461,53328,271
2948,20/09/2021,Arunachal Pradesh,54070,422,53377,271
2949,21/09/2021,Arunachal Pradesh,54126,410,53444,272
2950,22/09/2021,Arunachal Pradesh,54190,413,53504,273
2951,23/09/2021,Arunachal Pradesh,54241,442,53526,273
2952,24/09/2021,Arunachal Pradesh,54285,428,53584,273
2953,25/09/2021,Arunachal Pradesh,54316,404,53639,273
2954,26/09/2021,Arunachal Pradesh,54349,358,53717,274
2955,27/09/2021,Arunachal Pradesh,54352,323,53755,274
2956,28/09/2021,Arunachal Pradesh,54395,319,53802,274
2957,29/09/2021,Arunachal Pradesh,54444,338,53831,275
2958,30/09/2021,Arunachal Pradesh,54572,440,53856,276
2959,01/10/2021,Arunachal Pradesh,54626,419,53931,276
2960,02/10/2021,Arunachal Pradesh,54680,429,53974,277
2961,03/10/2021,Arunachal Pradesh,54693,405,54011,277
2962,04/10/2021,Arunachal Pradesh,54725,408,54040,277
2963,05/10/2021,Arunachal Pradesh,54752,414,54061,277
2964,06/10/2021,Arunachal Pradesh,54771,414,54080,277
2965,07/10/2021,Arunachal Pradesh,54812,425,54108,279
2966,08/10/2021,Arunachal Pradesh,54844,419,54146,279
2967,09/10/2021,Arunachal Pradesh,54865,389,54196,280
2968,10/10/2021,Arunachal Pradesh,54881,285,54316,280
2969,11/10/2021,Arunachal Pradesh,54900,266,54354,280
2970,12/10/2021,Arunachal Pradesh,54924,232,54412,280
2971,13/10/2021,Arunachal Pradesh,54942,236,54426,280
2972,14/10/2021,Arunachal Pradesh,54954,224,54450,280
2973,15/10/2021,Arunachal Pradesh,54958,202,54476,280
2974,16/10/2021,Arunachal Pradesh,54964,183,54501,280
2975,17/10/2021,Arunachal Pradesh,54980,170,54530,280
2976,18/10/2021,Arunachal Pradesh,54987,140,54567,280
2977,19/10/2021,Arunachal Pradesh,55014,145,54589,280
2978,20/10/2021,Arunachal Pradesh,55031,145,54606,280
2979,21/10/2021,Arunachal Pradesh,55043,138,54625,280
2980,22/10/2021,Arunachal Pradesh,55065,140,54645,280
2981,23/10/2021,Arunachal Pradesh,55075,141,54654,280
2982,24/10/2021,Arunachal Pradesh,55089,142,54667,280
2983,25/10/2021,Arunachal Pradesh,55089,132,54677,280
2984,26/10/2021,Arunachal Pradesh,55105,138,54687,280
2985,27/10/2021,Arunachal Pradesh,55114,137,54697,280
2986,28/10/2021,Arunachal Pradesh,55120,115,54725,280
2987,29/10/2021,Arunachal Pradesh,55134,115,54739,280
2988,30/10/2021,Arunachal Pradesh,55143,108,54755,280
2989,31/10/2021,Arunachal Pradesh,55154,109,54765,280
2990,01/11/2021,Arunachal Pradesh,55155,101,54774,280
2991,02/11/2021,Arunachal Pradesh,55161,85,54796,280
2992,04/11/2021,Arunachal Pradesh,55174,85,54809,280
2993,05/11/2021,Arunachal Pradesh,55174,68,54826,280
2994,06/11/2021,Arunachal Pradesh,55176,61,54835,280
2995,07/11/2021,Arunachal Pradesh,55180,60,54840,280
2996,08/11/2021,Arunachal Pradesh,55180,49,54851,280
2997,09/11/2021,Arunachal Pradesh,55190,46,54864,280
2998,10/11/2021,Arunachal Pradesh,55197,44,54873,280
2999,11/11/2021,Arunachal Pradesh,55202,47,54875,280
3000,12/11/2021,Arunachal Pradesh,55208,44,54884,280
3001,14/11/2021,Arunachal Pradesh,55216,42,54894,280
3002,15/11/2021,Arunachal Pradesh,55220,44,54896,280
3003,16/11/2021,Arunachal Pradesh,55222,45,54897,280
3004,17/11/2021,Arunachal Pradesh,55230,50,54900,280
3005,18/11/2021,Arunachal Pradesh,55232,48,54904,280
3006,19/11/2021,Arunachal Pradesh,54908,-280,54908,280
3007,20/11/2021,Arunachal Pradesh,55243,48,54915,280
3008,22/11/2021,Arunachal Pradesh,55247,38,54929,280
3009,23/11/2021,Arunachal Pradesh,55251,34,54937,280
3010,24/11/2021,Arunachal Pradesh,55255,36,54939,280
3011,25/11/2021,Arunachal Pradesh,55257,34,54943,280
3012,26/11/2021,Arunachal Pradesh,55258,34,54944,280
3013,27/11/2021,Arunachal Pradesh,55260,33,54947,280
3014,28/11/2021,Arunachal Pradesh,55269,37,54952,280
3015,29/11/2021,Arunachal Pradesh,55269,33,54956,280
3016,30/11/2021,Arunachal Pradesh,55273,35,54958,280
3017,02/12/2021,Arunachal Pradesh,55279,35,54964,280
3018,05/12/2021,Arunachal Pradesh,55288,32,54976,280
3019,06/12/2021,Arunachal Pradesh,55293,36,54977,280
3020,07/12/2021,Arunachal Pradesh,55294,35,54979,280
3021,08/12/2021,Arunachal Pradesh,55295,31,54984,280
3022,09/12/2021,Arunachal Pradesh,55298,29,54989,280
3023,12/12/2021,Arunachal Pradesh,55305,28,54997,280
3024,13/12/2021,Arunachal Pradesh,55306,29,54997,280
3025,14/12/2021,Arunachal Pradesh,55313,35,54998,280
3026,15/12/2021,Arunachal Pradesh,55314,34,55000,280
3027,16/12/2021,Arunachal Pradesh,55319,32,55007,280
3028,17/12/2021,Arunachal Pradesh,55320,33,55007,280
3029,18/12/2021,Arunachal Pradesh,55320,30,55010,280
3030,19/12/2021,Arunachal Pradesh,55320,26,55014,280
3031,20/12/2021,Arunachal Pradesh,55320,23,55017,280
3032,21/12/2021,Arunachal Pradesh,55322,22,55020,280
3033,22/12/2021,Arunachal Pradesh,55323,21,55022,280
3034,23/12/2021,Arunachal Pradesh,55324,21,55023,280
